,도시이름,날짜,요일한글,방문객한글,방문자수
60,임실군,20210524,월요일,외지인(b),15998.5
61,임실군,20210523,일요일,외지인(b),32438.0
62,임실군,20210730,금요일,외지인(b),24636.5
63,임실군,20210814,토요일,외지인(b),33358.5
64,임실군,20210712,월요일,외지인(b),14479.5
65,임실군,20210813,금요일,외지인(b),22155.0
66,임실군,20210812,목요일,외지인(b),18830.0
67,임실군,20210713,화요일,외지인(b),15974.0
68,임실군,20210717,토요일,외지인(b),27660.5
69,임실군,20210718,일요일,외지인(b),27097.0
70,임실군,20210805,목요일,외지인(b),21994.0
71,임실군,20210803,화요일,외지인(b),24699.5
72,임실군,20210720,화요일,외지인(b),16950.5
73,임실군,20210719,월요일,외지인(b),16173.5
74,임실군,20210804,수요일,외지인(b),22925.0
75,임실군,20210725,일요일,외지인(b),28098.0
76,임실군,20210724,토요일,외지인(b),29452.5
77,임실군,20210818,수요일,외지인(b),17423.0
78,임실군,20210726,월요일,외지인(b),17934.0
79,임실군,20210817,화요일,외지인(b),18238.5
80,임실군,20210925,토요일,외지인(b),28493.5
81,임실군,20210810,화요일,외지인(b),18238.5
82,임실군,20210811,수요일,외지인(b),18259.5
83,임실군,20210924,금요일,외지인(b),19876.5
84,임실군,20210923,목요일,외지인(b),19344.5
85,임실군,20210815,일요일,외지인(b),37653.0
86,임실군,20210921,화요일,외지인(b),70087.5
87,임실군,20210731,토요일,외지인(b),35518.0
88,임실군,20210801,일요일,외지인(b),33740.0
89,임실군,20210919,일요일,외지인(b),47901.0
90,임실군,20210802,월요일,외지인(b),22981.0
91,임실군,20210918,토요일,외지인(b),37366.0
92,임실군,20210806,금요일,외지인(b),23943.5
93,임실군,20210807,토요일,외지인(b),30506.0
94,임실군,20210808,일요일,외지인(b),28339.5
95,임실군,20210917,금요일,외지인(b),19047.0
96,임실군,20210816,월요일,외지인(b),28252.0
97,임실군,20210916,목요일,외지인(b),16989.0
98,임실군,20210809,월요일,외지인(b),17430.0
99,임실군,20210826,목요일,외지인(b),16548.0
100,임실군,20210729,목요일,외지인(b),20254.5
101,임실군,20210714,수요일,외지인(b),17013.5
102,임실군,20210715,목요일,외지인(b),16618.0
103,임실군,20210824,화요일,외지인(b),12463.5
104,임실군,20210716,금요일,외지인(b),18809.0
105,임실군,20210823,월요일,외지인(b),12691.0
106,임실군,20210822,일요일,외지인(b),25802.0
107,임실군,20210721,수요일,외지인(b),16488.5
108,임실군,20210821,토요일,외지인(b),20447.0
109,임실군,20210828,토요일,외지인(b),27986.0
110,임실군,20210820,금요일,외지인(b),19589.5
111,임실군,20210827,금요일,외지인(b),15788.5
112,임실군,20210723,금요일,외지인(b),19306.0
113,임실군,20210722,목요일,외지인(b),17339.0
114,임실군,20210825,수요일,외지인(b),14290.5
115,임실군,20210819,목요일,외지인(b),17577.0
116,임실군,20210727,화요일,외지인(b),18553.5
117,임실군,20210728,수요일,외지인(b),19033.0
118,임실군,20210901,수요일,외지인(b),12460.0
119,임실군,20210906,월요일,외지인(b),13860.0
120,임실군,20210913,월요일,외지인(b),17269.0
121,임실군,20210912,일요일,외지인(b),36788.5
122,임실군,20210922,수요일,외지인(b),36197.0
123,임실군,20210905,일요일,외지인(b),31391.5
124,임실군,20210911,토요일,외지인(b),38024.0
125,임실군,20210910,금요일,외지인(b),19498.5
126,임실군,20210904,토요일,외지인(b),33897.5
127,임실군,20210909,목요일,외지인(b),18032.0
128,임실군,20210915,수요일,외지인(b),17388.0
129,임실군,20210920,월요일,외지인(b),56147.0
130,임실군,20210903,금요일,외지인(b),18074.0
131,임실군,20210908,수요일,외지인(b),15907.5
132,임실군,20210914,화요일,외지인(b),16999.5
133,임실군,20210829,일요일,외지인(b),24104.5
134,임실군,20210902,목요일,외지인(b),14682.5
135,임실군,20210830,월요일,외지인(b),15711.5
136,임실군,20210907,화요일,외지인(b),13786.5
137,임실군,20210926,일요일,외지인(b),28038.5
138,임실군,20210927,월요일,외지인(b),16355.5
