도시이름,날짜,요일한글,방문객한글,방문자수
완주군,20210827,금요일,외지인(b),43330 
완주군,20210828,토요일,외지인(b),66563 
완주군,20210829,일요일,외지인(b),55503 
완주군,20210830,월요일,외지인(b),45420 
완주군,20210901,수요일,외지인(b),35189 
완주군,20210902,목요일,외지인(b),39988 
완주군,20210903,금요일,외지인(b),46746 
완주군,20210904,토요일,외지인(b),66987 
완주군,20210905,일요일,외지인(b),59297 
완주군,20210906,월요일,외지인(b),37156 
완주군,20210907,화요일,외지인(b),39162 
완주군,20210908,수요일,외지인(b),42676 
완주군,20210909,목요일,외지인(b),45283 
완주군,20210910,금요일,외지인(b),48356 
완주군,20210911,토요일,외지인(b),69972 
완주군,20210912,일요일,외지인(b),65814 
완주군,20210913,월요일,외지인(b),43985 
완주군,20210914,화요일,외지인(b),48538 
완주군,20210915,수요일,외지인(b),50561 
완주군,20210916,목요일,외지인(b),49322 
완주군,20210917,금요일,외지인(b),47866 
완주군,20210918,토요일,외지인(b),73689 
완주군,20210919,일요일,외지인(b),84242 
완주군,20210920,월요일,외지인(b),89478 
완주군,20210921,화요일,외지인(b),112126 
완주군,20210922,수요일,외지인(b),69759 
완주군,20210923,목요일,외지인(b),48311 
완주군,20210924,금요일,외지인(b),51622 
완주군,20210925,토요일,외지인(b),67501 
완주군,20210926,일요일,외지인(b),67858 
완주군,20210927,월요일,외지인(b),48703 
