,도시이름,날짜,요일한글,방문객한글,방문자수
89,전주시 덕진구,20210426,월요일,외지인(b),81193.0
90,전주시 덕진구,20210409,금요일,외지인(b),79751.0
91,전주시 덕진구,20210411,일요일,외지인(b),85197.0
92,전주시 덕진구,20210410,토요일,외지인(b),99893.5
93,전주시 덕진구,20210414,수요일,외지인(b),71078.0
94,전주시 덕진구,20210412,월요일,외지인(b),66734.5
95,전주시 덕진구,20210413,화요일,외지인(b),69548.5
96,전주시 덕진구,20210416,금요일,외지인(b),80545.5
97,전주시 덕진구,20210415,목요일,외지인(b),74536.0
98,전주시 덕진구,20210311,목요일,외지인(b),91301.0
99,전주시 덕진구,20210310,수요일,외지인(b),89810.0
100,전주시 덕진구,20210312,금요일,외지인(b),95567.5
101,전주시 덕진구,20210313,토요일,외지인(b),110694.5
102,전주시 덕진구,20210314,일요일,외지인(b),94734.5
103,전주시 덕진구,20210316,화요일,외지인(b),94300.5
104,전주시 덕진구,20210315,월요일,외지인(b),90289.5
105,전주시 덕진구,20210318,목요일,외지인(b),92309.0
106,전주시 덕진구,20210317,수요일,외지인(b),93065.0
107,전주시 덕진구,20210319,금요일,외지인(b),100730.0
108,전주시 덕진구,20210320,토요일,외지인(b),109063.5
109,전주시 덕진구,20210303,수요일,외지인(b),80895.5
110,전주시 덕진구,20210302,화요일,외지인(b),78757.0
111,전주시 덕진구,20210304,목요일,외지인(b),82103.0
112,전주시 덕진구,20210306,토요일,외지인(b),101699.5
113,전주시 덕진구,20210305,금요일,외지인(b),92284.5
114,전주시 덕진구,20210307,일요일,외지인(b),83513.5
115,전주시 덕진구,20210309,화요일,외지인(b),88826.5
116,전주시 덕진구,20210308,월요일,외지인(b),84924.0
117,전주시 덕진구,20210514,금요일,외지인(b),91126.0
118,전주시 덕진구,20210513,목요일,외지인(b),80958.5
119,전주시 덕진구,20210512,수요일,외지인(b),79695.0
120,전주시 덕진구,20210511,화요일,외지인(b),74182.5
121,전주시 덕진구,20210516,일요일,외지인(b),78312.5
122,전주시 덕진구,20210515,토요일,외지인(b),106270.5
123,전주시 덕진구,20210501,토요일,외지인(b),101895.5
124,전주시 덕진구,20210430,금요일,외지인(b),97153.0
125,전주시 덕진구,20210429,목요일,외지인(b),84490.0
126,전주시 덕진구,20210428,수요일,외지인(b),81634.0
127,전주시 덕진구,20210503,월요일,외지인(b),75834.5
128,전주시 덕진구,20210502,일요일,외지인(b),92673.0
